rumor_id,publish_date,rumor_type,article_title,article_content,search_expression,source,article_url
80696,2020-01-31,wish,喝茶可以预防新型冠状病毒,喝茶的作用就是：补充水分，让你愉快地呆在家里...,(喝|多喝)+茶+(防控|预防|治疗|防病毒|防感染|抗病毒|防肺炎|对抗|抵抗|杀死|抵御|消灭|阻挡|遏制|抑制|消除|杀毒|除菌|杀病毒),美国普渡大学农业与生物系食品工程专业博士,https://vp.fact.qq.com/article?id=91bea4d0ea59f6baf13d08cc96e65bd2
80705,2020-01-31,wish,谣言：用了7天的N95口罩用吹风机吹或酒精消毒可继续用,N95口罩用7天后不要丢，用大功率吹风机吹30分钟，或者有酒精的喷一下消毒后继续用。鉴定结果：谣言权威解读：N95口罩的使用，美国疾控中心发布了一个文件，指出在特殊情况下，可以在严格规范下“延长使用期限”以及“有限重复使用”。,吹风机+(7天|七天)+口罩,头条辟谣,http://toutiao.com/group/6787665808240673283/
80723,2020-01-31,wish,新型肺炎治愈后不会再感染,该消息已被辟谣。国家卫健委新闻发布会上，中日友好医院呼吸与危重症医学科詹庆元主任介绍，从一般的病毒感染规律来看，感染后都会产生抗体，但有的抗体持续时间可能不长。但痊愈的患者还是有可能再感染的风险，因此治愈患者也应该加强防护。,(治愈|痊愈|治好)+不会再+(传染|感染|传播|风险),央视新闻,https://mdeer.taobao.com/guide/h5/science/article/169552
80727,2020-01-31,wish,用浴霸灯照射半小时可以去除病毒,新型冠状病毒对热敏感，56°C 30 分钟即可有效灭活病毒[1]...,浴霸+(消毒|去除),腾讯旗下专业医学科普平台,https://vp.fact.qq.com/article?id=355c88481eb1b4fc714eef8bf5dc1ca5
80729,2020-01-31,wish,吃阿奇霉素片可以预防新型冠状病毒,抗生素针对的是细菌感染，对病毒很可能效果不佳...,阿奇霉素+(预防|治疗|防病毒|防感染|抗病毒|防肺炎|对抗|抵抗|杀死|抵御|消灭|阻挡|遏制|抑制|消除|杀毒|除菌|杀病毒),腾讯医典,https://vp.fact.qq.com/article?id=b207427961470944aa4dd88a1f2cf9f7
80730,2020-01-31,wish,特殊时期多喝陈皮水，陈皮能预防和治疗新型冠状病毒,传言中陈皮里面的柠檬烯的抗感染抗新型冠状病毒作用...,陈皮水+(预防|治疗|防病毒|防感染|抗病毒|防肺炎|对抗|抵抗|杀死|抵御|消灭|阻挡|遏制|抑制|消除|杀毒|除菌|杀病毒),药理学硕士，知贝儿科药师,https://vp.fact.qq.com/article?id=a19a219043990b53c143748c3ca31140
80731,2020-01-31,dread,吃糖会降低身体免疫力，导致易感染病毒,目前没有明确的临床研究证实吃糖与新型冠状病毒感染发病之间的关系...,(糖|吃糖|甜食)+降低免疫力+(新冠|新型冠状|肺炎),腾讯旗下专业医学科普平台,https://vp.fact.qq.com/article?id=6cb943c1541220df421126f3b25376e7
80749,2020-02-01,wish,童子尿可以预防新型冠状病毒,目前查不到任何童子尿与新型冠状病毒相关的研究数据。从尿液成分..., 童子尿+(预防|防病毒|防感染|抗病毒|防肺炎|对抗|抵抗|杀死|抵御|消灭|阻挡|遏制|抑制|消除|杀毒|除菌|杀病毒),腾讯旗下专业医学科普平台,https://vp.fact.qq.com/article?id=536900372bdb3ffaab431686a1735fd0
80752,2020-02-01,wish,金银花和绿茶能防控新冠病毒感染,从新闻报道提供的信息来看...,(金银花|绿茶)+(防控|预防|治疗|防病毒|防感染|抗病毒|防肺炎|对抗|抵抗|杀死|抵御|消灭|阻挡|遏制|抑制|消除|杀毒|除菌|杀病毒),美国普渡大学农业与生物系食品工程专业博士,https://vp.fact.qq.com/article?id=a69823ee9fc67b039cc6de08486f890e
80753,2020-02-01,wish,remdesivir可治疗新型冠状病毒肺炎,Remdesivir（瑞德西韦）是Gilead研制的一个实验性药物...,瑞德西韦+治疗,宾夕法尼亚大学医学院病理及实验医药系研究副教授,https://vp.fact.qq.com/article?id=338c0e8ea65995381677c6c827e3523d
80770,2020-02-01,wish,戴过的口罩放进烤箱，60℃烤30分钟，可以反复用,首先，对于医用外科口罩...,烤箱+口罩,卓正医疗皮肤科医生,https://vp.fact.qq.com/article?id=f75e7f46809608ef31ee1507d308bede
80793,2020-02-01,wish,藿香正气药物可治疗新型冠状病毒肺炎,尚无明确证据证明藿香正气药物可治疗新型冠状病毒肺炎...,藿香正气+(预防|治疗|防病毒|防感染|抗病毒|防肺炎|对抗|抵抗|杀死|抵御|消灭|阻挡|遏制|抑制|消除|杀毒|除菌|杀病毒),腾讯旗下专业医学科普平台,https://vp.fact.qq.com/article?id=13a93b6402f92b802d978b648ba875b7
80840,2020-02-02,dread,新型病毒可通过粪-口传播,有待进一步证实。针对近日在确诊患者粪便中检测到新型冠状病毒，中国疾控中心传染病处研究员冯录召2日在国家卫健委发布会上回应，这说明病毒可以在消化道存在，但是否通过粪-口传播，还是通过含有病毒的飞沫形成气溶胶的方式再传播，需要我们进一步证实。但是专家同时提醒，应注意消化系统传播新型冠状病毒风险，做好相关防护。,粪口+传播,人民日报,https://mdeer.taobao.com/guide/h5/science/article/170152
80849,2020-02-02,wish,谣言：喝60°C的水可以杀死病毒,喝60°C的水可以杀死病毒。其次，新型冠状病毒感染的是呼吸道而不是消化道，喝高温水不仅无用，而且可能对食道造成损伤。,(喝|饮)+(60|六十)+(摄氏度|度|℃)+水,头条辟谣,http://toutiao.com/group/6788732811516838407/
80850,2020-02-02,wish,谣言：德国雾化手段治愈新冠肺炎,“涉及德国境内病例的唯一最新消息是，病毒感染者有可能在自身无症状的情况下传播病毒给他人。但除此之外并无其它新进展，更无新药！所以上述内容可以判定为彻头彻尾的谣言。”,雾化+(治疗|治愈),头条辟谣,http://toutiao.com/group/6788453216255214092/
80858,2020-02-02,wish,谣言:双黄连口服液可预防新型冠状病毒,,双黄连+预防,科学辟谣,https://piyao.kepuchina.cn/h5/rumordetail?id=OrWx
80867,2020-02-02,dread,谣言:病毒可悬浮一天,,(悬浮|漂浮)+(一天|一整天),科学辟谣,https://piyao.kepuchina.cn/h5/rumordetail?id=LgaM
80869,2020-02-02,wish,有争议：天气转暖后病毒会消失,李岩教授表示，“我听说过这种说法，说气温升高新型冠状病毒会自行消失，其实这是根据当年SARS病情发展的一种预估，新型冠状病毒被发现还不到一个月，针对此病毒的研究刚刚开展，病毒会不会因为气温升高失去活性，科学上还没有结论。”,(天气|气候)+消失,头条辟谣,http://toutiao.com/group/6788724200111604228/
80870,2020-02-02,dread,24℃下，新型冠状病毒在痰尿等物体上能存活好几天,新型冠状病毒在不同温度和物体的存活数据尚不明确...,(24|二十四)+(度|摄氏度|℃)+病毒+存活,腾讯旗下专业医学科普平台,https://vp.fact.qq.com/article?id=6eda95bd51b6eeff57e74f06f37ea012
80872,2020-02-02,wish,谣言：“清水祖师‘乩童’派药方”可防治新型肺炎,2月1日，在安溪乃至其他地方突然盛传：蓬莱清水岩清水祖师“乩童”派药方，可以防治新型肺炎鉴定结果：谣言官方辟谣图片权威解读：安溪清水岩寺严正声明：清水祖师“乩童”派药方纯属谣传，敬请广大民众不要轻信！,乩童+防治,头条辟谣,http://toutiao.com/group/6788701924498604548/
80874,2020-02-02,wish,乳酸菌素片可以治疗新型冠状病毒肺炎,乳酸菌素的作用类似于酸奶，对于肠道菌群可能有一定作用...,乳酸菌素+治疗,美国普渡大学农业与生物系食品工程专业博士,https://vp.fact.qq.com/article?id=5170a765052127db8cd8950db9c2a48d
80881,2020-02-02,dread,辟谣侠盟丨收外卖快递会感染？20个关于新型冠状病毒的真相,收外卖快递会感染？洗热水澡能杀死新型冠状病毒吗？消毒酒精浓度越高越好？20个关于新型冠状病毒的真相。,(外卖|快递)+(传染|感染|传播),0,https://moment.rednet.cn/content/2020/02/02/6672501.html
80898,2020-02-03,wish,市面上常见的X露XX士消毒液可以消灭新型冠状病毒,目前没有直接证据证明市面上常见的X露XX士家用消毒液可以灭活新型冠...,(滴露|佳洁士|舒肤佳)+(新冠|肺炎|新冠),卓正医疗全科医生,https://vp.fact.qq.com/article?id=589ae639eff5ee061d64bd1dd7ff85f2
80908,2020-02-03,dread,孕妇感染病毒需要流产,该消息已被辟谣。通过采取合理的措施可能阻断病毒母婴传播。国内已有确诊感染孕妇顺利产下女婴的报道。据央视新闻，1月30日，黑龙江哈尔滨1名孕38周+3的孕妇被确诊为新冠病毒感染病人。为确保母婴安全，医生为她实施剖宫产手术，顺利剖出1女婴，重6斤1两，母亲产后情况良好。新生儿分别于1月31日、2月2日两次采取标本进行核酸检测，结果均为阴性，状态良好。,流产+(怀孕|孕|孕妇)+(感染|传染),央视新闻,https://mdeer.taobao.com/guide/h5/science/article/170416
80909,2020-02-03,wish,李兰娟院士说谈恋爱可以预防新型冠状病毒肺炎,网传“人民日报微博发布消息...,谈恋爱+预防,杭州西湖之声广播电台,https://vp.fact.qq.com/article?id=9a1e91ec6c6e0a0eb9e7df2b644a4c7f
80922,2020-02-03,wish,再说一遍，网传口罩消毒“妙方”不靠谱！,【再说一遍，网传口罩消毒“妙方”不靠谱！】市场上N95（KN95）、医用外科等防病毒口罩依旧紧俏，于是网络上开始流传将使用过的口罩放到锅里蒸，放进水里煮，放在紫外灯下烤，喷上酒精消毒再晾干等重复利用的“妙方”。到底靠谱吗？无论是N95还是医用外科口罩，实现“防病毒”的手段都是依靠“过滤层”吸附、阻隔病毒等微颗粒（气溶胶），而过滤层主要由聚丙烯熔喷超细纤维构成。无论是“清蒸”还是“水煮”，水的进入会使过滤层中的电荷迅速消失，导致过滤效果大幅下降。聚丙烯熔喷材料纤维比头发丝细十几倍，不耐高温，温度大于80℃时就会收缩变形，导致结构破坏，防护效果降低。 口罩表面涂抹或喷上酒精呢？很难起到对口罩消毒的作用，同时破坏了口罩外层防水结构，用酒精处理过的口罩材料对水（血液、唾液）的吸收会增强，加速口罩过滤层失效。 病毒对紫外线敏感，用紫外灯、紫外消毒柜等对口罩消毒，实现再利用？不能。聚丙烯熔喷材料是一种热塑性高分子材料，耐老化性差，对紫外线非常敏感。经紫外线照射后，结构会发生破坏即氧化降解，使过滤性能大幅下降。 有没有方法实现口罩的消毒再利用呢？对普通人来说，没有。口罩生产过程中采取的消毒方式是环氧乙烷气体消毒，普通家庭无法实现。口罩在使用过程中不断吸收人体呼出的水蒸气，逐渐造成过滤层的电荷流失、吸附能力下降，即使进行消毒、晾干也无法恢复，再使用起不到很好的防护效果。在当前的疫情条件下，不应提倡对一次性防病毒口罩的消毒再利用。虽然医用外科口罩和医用N95口罩都是“一次性”的，除非是去医院、大型超市或接触疑似病人等高危场所，普通人并不需要用一次防护口罩就扔掉。,消毒妙方+口罩,微博辟谣,https://www.weibo.com/1866405545/IswNcFPRy
80955,2020-02-03,wish,有争议：泰国发现快速治疗新冠病毒方法,据泰国卫生部通报，泰国对一名感染新型冠状病毒病情严重的71岁中国患者混合使用两种抗病毒药物后，发现效果良好，患者的病情在48小时内显著改善。,泰国+(方案|方法|药方|办法|特效药)+(新冠|肺炎|新型冠状),头条辟谣,http://toutiao.com/group/6789198720110952963/
80995,2020-02-04,dread,03年香港淘大花园42人感染非典因下水道传播病毒,“下水道传播病毒”只是事后的一个猜测。这种可能性有，但是很小...,下水道+非典,宾夕法尼亚大学医学院病理及实验医药系研究副教授,https://vp.fact.qq.com/article?id=29be2c22e40852be113311a9fb82b77f
81006,2020-02-04,dread,世卫组织澄清新冠肺炎疫情谣言：病毒不会漂浮在空气中形成“病毒云”,【@世面 世面的秒拍视频,空气+病毒云,世面,https://www.weibo.com/1866405545/IsMgLgKoH
81017,2020-02-04,wish,病毒在体外存活不超过一天,该消息已被辟谣。国家卫生健康委专家组成员蒋荣猛表示，病毒从人体出来后会很快沉降，不会在空气中飘移。从这个意义讲，空气中不会有病毒。但病毒可能落在物体上，人可以通过手来接触到病毒。病毒在光滑的物体表面能存活数小时，温度湿度合适的环境能存活1天，有发现可达到5天。,体外存活+一天,央视新闻,https://mdeer.taobao.com/guide/h5/science/article/170459
81022,2020-02-04,dread,下水道有传染新型冠状病毒风险,新冠肺炎患者的粪便中确实查到了病毒核酸，但是病毒是否还有感染力...,下水道+(传染|传播),宾夕法尼亚大学医学院病理及实验医药系研究副教授,https://vp.fact.qq.com/article?id=482964cb2f75a048323dfbec8e3bad57
81037,2020-02-04,dread,消毒时，84消毒液与酒精不可混用，会产生氯气,84消毒液主要成分为次氯酸钠...,84+(消毒剂|消毒液)+酒精+(氯气|有害|有毒),清华大学化学博士,https://vp.fact.qq.com/article?id=482cc8be9c8f86c31f4d7789630cda5c
81044,2020-02-04,wish,洗热水澡预防新型冠状病毒？,,热水澡+(预防|治疗|防病毒|防感染|抗病毒|防肺炎|对抗|抵抗|杀死|抵御|消灭|阻挡|遏制|抑制|消除|杀毒|除菌|杀病毒),广州日报,http://www.piyao.org.cn/2020-02/04/c_1210461435.htm
81051,2020-02-04,dread,有争议：应用CT取代核酸检测,武汉大学中南医院影像科副主任张笑春教授在朋友圈发文，认为对新型冠状病毒的核酸检测往往一次不容易准确，需要两三次，耽误病情确诊。,CT+(替代|代替|取代|迷信)+核酸,头条辟谣,http://toutiao.com/group/6789416610542125579/
81071,2020-02-04,wish,蝙蝠最怕高温，请把喝的开水滚开的汽吸下去，能解毒,如果水蒸气的温度很高...,(蒸汽|蒸气|开水|烫水)+(吸入|吸)+(解毒|预防|治疗|防病毒|防感染|抗病毒|防肺炎|对抗|抵抗|杀死|抵御|消灭|阻挡|遏制|抑制|消除|杀毒|除菌|杀病毒),美国普渡大学农业与生物系食品工程专业博士,https://vp.fact.qq.com/article?id=d65c00e4ccbde89720ed87fd9a9ee41b
81072,2020-02-04,wish,高温能杀病毒，让病人发烧到39.6度以上就能痊愈,根据国家卫健委发布的《新型冠状病毒感染的肺炎诊疗方案（试行第四版）...,发烧+(39.6|40)+病毒,卓正医疗内科医生,https://vp.fact.qq.com/article?id=15e15199f6af07c3d48694d15cf48ace
81086,2020-02-04,wish,定期用生理盐水清洗鼻子可以预防新型冠状病毒,没有证据表明...,盐水+(鼻子|鼻腔|鼻窦|鼻|鼻道)+(杀灭|预防|治疗|防病毒|防感染|抗病毒|防肺炎|对抗|抵抗|杀死|抵御|消灭|阻挡|遏制|抑制|消除|杀毒|除菌|杀病毒),联合国系统内卫生问题的指导和协调机构,https://vp.fact.qq.com/article?id=4a412cc8d7d779ad09c5d24d29a4e596
81089,2020-02-05,wish,防溢乳垫贴在非医用一次性口罩上能过滤病毒,防溢乳垫贴的主要材质包括涤纶、拉绒棉、全面、无纺布、木浆棉等...,乳贴+口罩,腾讯旗下专业医学科普平台,https://vp.fact.qq.com/article?id=ff20cea8f85f7aadaea1b1eabdac7c4e
81104,2020-02-05,wish,75%的消毒酒精+风油精雾化可杀死体内新型冠狀病毒？“杀毒”方式不对而且有风险,【75%的消毒酒精+风油精雾化可杀死体内新型冠狀病毒？“杀毒”方式不对而且有风险】针对网友“用 ”的“自杀式”操作方法，武汉市第六医院急诊科主任章希称，刺激性太强，可能还没杀死病毒，本人就倒下了。可以用75%的酒精擦拭经常接触的生活用品，杀死可能附着在上面的病毒，而不是靠把它吸进去杀毒。,雾化+风油精+酒精,微博辟谣,https://www.weibo.com/1866405545/IsZu7nRcx
81112,2020-02-05,dread,雪会把漂浮在空中的新型冠状病毒带下来？别害怕,【雪会把漂浮在空中的新型冠状病毒带下来？别害怕】5日和6日，我国中东部雨雪降温显著。不少网民收到“不要玩雪，雪会把漂浮在空中的新型冠状病毒带下来”的温馨提醒。但这种说法是真的吗？实际上咳嗽和喷嚏的飞沫通常会在数分钟后落下，不会长时间漂浮在空气中。不用担心雪会把空气中漂浮的病毒带下来。不过不管玩不玩雪，同样需要注意手部卫生。玩耍时避免手接触口眼鼻，玩耍后要洗手。,雪+带下来,微博辟谣,https://www.weibo.com/1866405545/IsQw3FEDm
81117,2020-02-05,wish,谣言：嚼槟榔可抗新冠病毒,鉴定结果：谣言权威解读：2月3日，北京中医药大学教授屈会化接受新京报记者采访时表示，临床试验证明，槟榔提取物有一定的抗病毒作用，但是《新型冠状病毒感染的肺炎诊疗方案》中含槟榔的两个处方是专家根据目前新冠肺炎两个证候分型而言，每一个处方都是一个整体，并不表明槟榔有单独效果，仅仅是处,槟榔+(新冠|冠状|新型冠状|肺炎|病毒),头条辟谣,http://toutiao.com/group/6789854445606797832/
81122,2020-02-05,wish,适量饮酒可以抵抗新型冠状病毒,把“适量饮酒”写入防疫建议，是没有任何依据的想当然...,适量+(饮酒|喝酒)+(预防|防病毒|防护|防感染|抗病毒|防肺炎|对抗|抵抗|杀死|抵御|消灭|阻挡|遏制|抑制|消除|杀毒|除菌|杀病毒),美国普渡大学农业与生物系食品工程专业博士,https://vp.fact.qq.com/article?id=cb9d7a0c4a284758b2122698bf7836c1
81124,2020-02-05,wish,已有确切抗病毒药物被发现,目前尚没有确认有效的药物。2月5日，卫健委发布最新《新型冠状病毒感染的肺炎诊疗方案（试行第五版）》，在该方案中，明确增加“目前没有确认有效的抗病毒治疗方法”的描述。,抗病毒药物+(已经|已有|已经有),央视新闻,https://mdeer.taobao.com/guide/h5/science/article/170840
81125,2020-02-05,wish,预防肺炎的疫苗能防止新型冠状病毒感染,肺炎球菌疫苗和乙型流感嗜血杆菌疫苗等肺炎疫苗不能预防新型冠状病毒肺...,普通肺炎疫苗+(易感|不容易|不易|预防|治疗|防病毒|防感染|抗病毒|防肺炎|对抗|抵抗|杀死|抵御|消灭|阻挡|遏制|抑制|消除|杀毒|除菌|杀病毒)+(新冠|肺炎|新型冠状),联合国系统内卫生问题的指导和协调机构,https://vp.fact.qq.com/article?id=b4983676dce077f2ad05cec14f5ce986
81135,2020-02-05,wish,谣言：烟花产生的烟雾能抑制新冠病毒,鉴定结果：谣言权威解读：世界卫生组织已经向负责通讯和社交媒体事务的团队委派任务，要求他们清理有关新型冠状病毒的错误信息，包括烟花产生的烟雾能够杀死病原体的谣言。,烟雾+抑制,头条辟谣,http://toutiao.com/group/6789829160706507268/
81139,2020-02-05,dread,谣言：新型冠状病毒可悬浮一天,鉴定结果：谣言权威解读：科学辟谣：病毒是不会脱离某个载体独立飘散的，某些人想象空气中弥漫着病毒，这是不存在的。,悬浮一天,头条辟谣,http://toutiao.com/group/6789865445995315720/
81144,2020-02-05,wish,谣言：口罩接水不渗水，就能抵抗新型冠状病毒肺炎,有人称，在使用口罩之前，可以先将口罩接水，观察是否渗水，来判断是否能抵抗新型冠状病毒。A：目前推荐的能够防护新型冠状病毒的口罩总共有四种，分别是一次性使用医用口罩，医用外科口罩，KN95/N95及以上颗粒物防护口罩和医用防护口罩。,接水+口罩,头条辟谣,http://toutiao.com/group/6789874282227827212/
81177,2020-02-05,dread,新风系统会传播病毒，导致感染新型冠状病毒肺炎,在室内当感染者打喷嚏、说话或咳嗽时...,新风系统+(传染|感染|传播),卓正医疗皮肤科医生,https://vp.fact.qq.com/article?id=3f7766a2e99254d43e96f43479d7892b
81235,2020-02-06,dread,辟谣侠盟丨用水要提前放出并静置两小时？纯属谣言！,“用水要提前放出并静置两小时纯属谣言！”疫情期间，长沙水业集团是如何保障自来水水质的？,(水|用水|自来水|饮用水)+静置,岳瑾 戴丹 张萍,https://moment.rednet.cn/content/2020/02/06/6694073.html
81247,2020-02-06,wish,卫生巾作口罩用，或将卫生巾贴在口罩外可以防病毒,防菌卫生巾和护垫主要针对的是大肠杆菌和金黄色葡萄球菌...,卫生巾+口罩,腾讯旗下专业医学科普平台,https://vp.fact.qq.com/article?id=482e5875db10a9dc83a9e75f212a25fe
81250,2020-02-06,dread,尚无定论：新冠肺炎可通过母婴传播,武汉儿童医院确诊两例新生儿新型冠状病毒肺炎病例。最小的确诊宝宝出生仅30小时，该新生儿母亲为新型冠状病毒肺炎确诊患者，目前该新生儿生命体征稳定。,母婴+(传染|感染|传播),头条辟谣,http://toutiao.com/group/6790196739958637060/
81257,2020-02-06,wish,没有症状的人不会传播病毒,该消息已被辟谣。据最新公布的《新型冠状病毒感染的肺炎诊疗方案（试行第五版）》，目前所见传染源主要是新型冠状病毒感染的患者，但无症状感染者也可能成为传染源。,没有症状+(传染|感染|传播|风险),人民日报,https://mdeer.taobao.com/guide/h5/science/article/170826
81271,2020-02-06,wish,【易误解】武汉肺炎中医姜教授公开药方能预防治疗？没有根据,由于武汉肺炎的状况，网路流传许多不明药方说可以预防，近期 LINE 传「生黄芪9克，北沙参9克，知母9克，连翘12克，苍_9克，桔梗6克」这个中医姜教授开的方子。事实上这是没有根据,药方+预防,MyGoPen,https://tw.news.yahoo.com/%E6%98%93%E8%AA%A4%E8%A7%A3-%E6%AD%A6%E6%BC%A2%E8%82%BA%E7%82%8E%E4%B8%AD%E9%86%AB%E5%A7%9C%E6%95%99%E6%8E%88%E5%85%AC%E9%96%8B%E8%97%A5%E6%96%B9%E8%83%BD%E9%A0%90%E9%98%B2%E6%B2%BB%E7%99%82-%E6%B2%92%E6%9C%89%E6%A0%B9%E6%93%9A-034220869.html
81293,2020-02-06,dread,吸入病毒携带者的二手烟可能会感染新型冠状病毒,新型冠状病毒会通过飞沫进行传播，国内外权威机构建议...,二手烟+(传播|传染|感染),谢望时,https://vp.fact.qq.com/article?id=8a61043246e93c3fd8b979e208af3e10
81298,2020-02-06,dread,未戴口罩15秒即可被传染,该结论尚不明确。中国疾控中心新型冠状病毒疫情防控技术组副组长冯录召表示，上述病例的传播链尚待确证。“由于部分轻症患者不易辨别，在这种情况下，不排除患者是与尚在排毒期的其他轻症患者接触后染病的。”冯录召呼吁，公众不必过度恐慌。当前，做好佩戴口罩、勤洗手等个人防护措施非常重要。,(15秒|十五秒)+(没戴|未戴|戴)+口罩,健康报,https://mdeer.taobao.com/guide/h5/science/article/171215
81310,2020-02-06,wish,2月6日新型肺炎疫情辟谣盘点：煮九个鸡蛋吃能防新冠病毒？,谣言一：下雪或能冻死新冠病毒谣言：下雪了，病毒很快就死。呼和浩特市公交总公司表示起火原因是因为2月4日14时许，一台车辆高压电池自燃，引发了5台停放车辆起火严重损毁，另有3台轻微受损，无人员伤亡，与网传消息完全不符。,吃鸡蛋+(预防|治疗|防病毒|防感染|抗病毒|防肺炎|对抗|抵抗|杀死|抵御|消灭|阻挡|遏制|抑制|消除|杀毒|除菌|杀病毒|抗疫情),头条辟谣,http://toutiao.com/group/6790315906594505219/
81312,2020-02-06,wish,【易误解】喝红茶与普洱茶TF3抗冠状病毒？待_清勿传不明偏方,最近 LINE 流传一篇论文，是日本生化博士的 po 文，描述「红茶与普洱茶，抗冠状病毒」、「红茶跟普洱所含的茶黄素（TF3），不仅形成红茶深邃的颜色，也能够阻止冠状病毒的复制」这,(多喝|喝)+(红茶|普洱茶)+(预防|治疗|防病毒|防感染|抗病毒|防肺炎|对抗|抵抗|杀死|抵御|消灭|阻挡|遏制|抑制|消除|杀毒|除菌|杀病毒),MyGoPen,https://tw.news.yahoo.com/%E6%98%93%E8%AA%A4%E8%A7%A3-%E5%96%9D%E7%B4%85%E8%8C%B6%E8%88%87%E6%99%AE%E6%B4%B1%E8%8C%B6tf3%E6%8A%97%E5%86%A0%E7%8B%80%E7%97%85%E6%AF%92-%E5%BE%85%E9%87%90%E6%B8%85%E5%8B%BF%E5%82%B3%E4%B8%8D%E6%98%8E%E5%81%8F%E6%96%B9-040018529.html
81326,2020-02-07,wish,季铵盐类消毒剂苯扎氯铵(洁尔灭）能灭活新冠病毒,目前已知的信息是...,(洁尔阴|洁尔灭)+(灭活|预防|治疗|防病毒|防感染|抗病毒|防肺炎|对抗|抵抗|杀死|抵御|消灭|阻挡|遏制|抑制|消除|杀毒|除菌|杀病毒),化学博士，瑞士联邦理工博士后研究员,https://vp.fact.qq.com/article?id=29c73b50af666f63a2c8b7d5eba8c8ba
81332,2020-02-07,dread,谣言：已治愈的新冠状病毒肺炎患者依旧具有传染性,鉴定结果：谣言权威解读：国家卫生健康委专家组成员，东南大学附属中大医院副院长邱海波表示，从目前的研究和临床经验来看，治愈出院的病人体内不带病毒，并且自身产生了抗体，因此，不具有传染性。,(治愈|痊愈)+(还|还有|依旧|依然)+传染性,头条辟谣,http://toutiao.com/group/6790609213379838475/
81337,2020-02-07,wish,口罩嘴巴处垫一张对折纸巾，可以延迟口罩的使用时间,普通人用的口罩一般分为三层...,对折纸巾+(垫|放)+口罩,药理学硕士，知贝儿科药师,https://vp.fact.qq.com/article?id=1600451c860ee00a724ad15016403a31
81340,2020-02-07,wish,“猪场同款”消毒通道，可以有效预防新型冠状病毒,此类消毒通道在养殖场很常见...,消毒通道+(预防|治疗|防病毒|防感染|抗病毒|防肺炎|对抗|抵抗|杀死|抵御|消灭|阻挡|遏制|抑制|消除|杀毒|除菌|杀病毒),美国普渡大学农业与生物系食品工程专业博士,https://vp.fact.qq.com/article?id=1ee7b3771ebe7d26307f270f0bbdccd8
81341,2020-02-07,wish,电吹风强档对面罩、面部和手部吹30秒就能消毒,不能！家用电吹风的一般有可选择冷风、自然风，暖风和热风，其中...,(吹风机|吹风筒|风筒|电吹风)+消毒,腾讯旗下专业医学科普平台,https://vp.fact.qq.com/article?id=b71527c20139d67620ce39d06d1d6c36
81345,2020-02-07,wish,谣言：口罩的嘴巴处垫一张对折的纸，能增加使用寿命,关于口罩的困惑，看这一篇就够了拓展阅读：国务院日前印发了：《不同人群预防新型冠状病毒感染口罩选择和使用技术指引》其中，对于在保证公众健康的前提下，如何适当延长口罩的使用，《指引》提出了如下建议：1、如需再次使用的口罩，可悬挂在洁净、干燥通风处，或将其放置在清洁、透气的纸袋中。,垫纸+口罩+(重复|寿命),头条辟谣,http://toutiao.com/group/6790617018153304584/
81346,2020-02-07,wish,二氧化氯稀释后放进加湿器，可以有效预防新冠肺炎,二氧化氯是一种很好的消毒剂，对于细菌和病毒都有良好的杀灭效果...,二氧化氯+加湿器,美国普渡大学农业与生物系食品工程专业博士,https://vp.fact.qq.com/article?id=b6d96d6ca8e2174e3b1656b5a35f1435
