rumor_id,publish_date,rumor_type,article_title,article_content,search_expression,source,article_url
81361,2020-02-07,wish,南丹一婴儿出生就能说话？吃红鸡蛋能抗疫情！,发布了头条文章：《网警辟谣：南丹一婴儿出生就能说话？吃红鸡蛋能抗疫情！！！》 @微博辟谣  网警辟谣：南丹一婴儿出生就能说话？吃红鸡蛋能抗疫情！！！,红鸡蛋+(预防|治疗|防病毒|防感染|抗病毒|防肺炎|对抗|抵抗|杀死|抵御|消灭|阻挡|遏制|抑制|消除|杀毒|除菌|杀病毒|抗疫情),微博辟谣,https://www.weibo.com/1866405545/It9gPbOjB
81397,2020-02-07,dread,吃水果蔬菜会感染新型冠状病毒,通过果蔬传染新冠病毒...,(水果|蔬菜)+(感染|传染)+病毒,美国普渡大学农业与生物系食品工程专业博士,https://vp.fact.qq.com/article?id=4ad1fbbe674c7683272bcc17de72db07
81412,2020-02-07,dread,谣言：新型冠状病肺炎患者都是重症患者,每天都有大量新型冠状病毒肺炎患者死掉的消息流出，这说明这个病了不得，被感染就会成为重症患者，甚至死掉。大家不要因为发布会主要谈的重症患者救治，就认为患者当中都是重症，产生恐慌或恐惧。,都是重症,头条辟谣,http://toutiao.com/group/6790628497506173444/
81413,2020-02-07,dread,尚无定论：新冠状病毒可通过气溶胶和消化道传播,对此，国家医疗专家组成员、北京地坛医院感染性疾病诊疗与研究中心首席专家李兴旺表示，气溶胶的传播在呼吸道传染病中是可以看到的，但是对于新型冠状病毒有没有气溶胶传播的情况，目前是不明确的。,(消化道|气溶胶)+传播,头条辟谣,http://toutiao.com/group/6790575916369052164/
81454,2020-02-08,wish,谣言：抑菌型卫生巾可预防新型冠状病毒,近日网络上有传言“杀菌型卫生巾可预防病毒”，没有买到口罩可以用卫生巾代替，效果是一样的。鉴定结果：谣言权威解读：抑菌卫生巾瑞乐丝官方回应指出：卫生巾针对于私处抑菌研制而成，可以有效抑制白色念球菌、大肠杆菌、金黄色葡萄球菌，对于私处有健康保护作用。,(抑菌型|杀菌型|抑菌|杀菌|无菌)+卫生巾+(预防|治疗|防病毒|防感染|抗病毒|防肺炎|对抗|抵抗|杀死|抵御|消灭|阻挡|遏制|抑制|消除|杀毒|除菌|杀病毒),头条辟谣,http://toutiao.com/group/6790912155555201539/
81458,2020-02-08,wish,谣言：白酒放冰箱冷冻室能制作75%的酒精,鉴定结果：谣言权威解读：白酒是酒精的水溶液，在温度降低到凝固点时，形成的固体中酒精含量会比液体中低。,白酒+冰箱+酒精,头条辟谣,http://toutiao.com/group/6790946519311712781/
81466,2020-02-08,dread,有争议：病毒检测假阴性概率被低估，存在治疗核酸转阴后复发情况,解除隔离和出院标准也已经明确指出，出院患者不仅需要两次核算检测均阴性，且胸部影像学检查表现明显吸收好转，因此，按照试行第五版诊疗方案进行治疗及判断是否出院，基本上不存在核算检测转阴后病情复发的情况。,复发+假阴性,头条辟谣,http://toutiao.com/group/6790934556959572494/
81469,2020-02-08,wish,复方甲酚皂能杀死新冠肺炎病毒,“复方甲酚皂消毒液”的主要成分为甲酚，用于室内外环境物体表面消毒...,复方甲酚皂+杀死,美国埃默里大学（Emory University）公共卫生学硕士,https://vp.fact.qq.com/article?id=76174914e9ba638b3fa37e048d0de8d5
81472,2020-02-08,wish,谣言：15个口罩轮流用，密封15天病毒死亡后，就可以再次使用,15个口罩轮流用，1天1个，用完1个就密封。到第15天时，再用第1个，因为第1个上的新冠病毒应该也死了，所以就是安全的口罩了。,(15|十五)+轮流+口罩,头条辟谣,http://toutiao.com/group/6791009566768235022/
81475,2020-02-08,dread,瑞德西韦的副作用比化疗严重，杀敌八百自损一千,目前没有看到临床研究或者报道...,瑞德西韦+副作用+(严重|不小|大),美国国立卫生研究院博士后研究员，免疫学博士,https://vp.fact.qq.com/article?id=80833c0d374165223eadea2b9f9b7580
81483,2020-02-08,dread,谣言：普通民众最好也佩戴N95口罩,鉴定结果：谣言权威解读：广东省政府新闻办举行第八场疫情防控新闻发布会，省疫情防控指挥部办公室疫情防控组成员、省疾控中心副主任宋铁在发布会上表示，普通健康市民要选择适合自己的保护需求的口罩，普通情况下不建议长期佩戴N95口罩。,N95+普通人,头条辟谣,http://toutiao.com/group/6790631978740744716/
81491,2020-02-08,wish,谣言：钟南山推荐中药预防汤剂,"鉴定结果：谣言权威解读：7日，广州医科大学校长王新华回应：关于近几天来，外界所传的""钟南山院士公开的一则中药预防方子""，在这里，我需要做回应：这个方子是我们广医一院个别医生所开的方子，在给医院医务人员群体服用后，大家感觉有帮助而已，并非外界所宣称的重大发现。",钟南山+中药预防汤剂,头条辟谣,http://toutiao.com/group/6790990957459276295/
81505,2020-02-08,wish,谣言：益生菌能提高免疫力预防新型肺炎,近日有消息称益生菌能提高免疫力预防新型肺炎。迄今为止的科学研究虽然很多，但基本上都是通过补充特定益生菌改变了特定的生理指标。,益生菌+(免疫力|免疫|抵抗力),头条辟谣,http://toutiao.com/group/6790964255362384387/
81510,2020-02-08,wish,钟南山推荐的防疫凉茶能预防新型冠状病毒,广州医科大学校长王新华回应称：外界所传的“钟南山院士公开的一则中药...,钟南山+凉茶,中央人民广播电台广播新闻网,https://vp.fact.qq.com/article?id=652d6172d51e65d37f48612f598a27c3
81512,2020-02-08,wish,口罩放到玻璃瓶里用开水煮十分钟消毒后可以反复使用,除了湿法消毒会破坏口罩材料的疏水性...,煮+口罩,物理学博士,https://vp.fact.qq.com/article?id=a60a0172ba5873c14c95ad0b2e15345d
81523,2020-02-09,wish,谣言：冠状病毒治愈后不需要防护,已经感染过新型冠状病毒的患者，如果已经确诊了，而且也采取了积极的治疗恢复了，这类人群出院之后不需要防护。,(治愈|痊愈)+(不需要|无需|仍需)+防护,头条辟谣,http://toutiao.com/group/6791334084661477895/
81544,2020-02-09,dread,谣言：新冠肺炎患者治愈后全身疼痛及半身不遂,近期，网上流传着一位自称是瑞安市人民医院住院患者的微信聊天记录，其自诉为新冠肺炎确诊患者，已经治愈，但留下了全身疼痛、半身不遂等后遗症。,(治愈|痊愈)+(半身不遂|全身疼痛),头条辟谣,http://toutiao.com/group/6791395966420255240/
81548,2020-02-09,wish,谣言：身边没有疫情不用戴口罩,很多病毒携带者可能出现在全国各地，而部分携带者处于潜伏期，可能身上还没有症状，比如发烧，乏力等，这时候也不知道谁是感染者，这意味着，我们在公共场所都有可能会接触到携带者。,没有疫情不用戴口罩,头条辟谣,http://toutiao.com/group/6791335563698897420/
81570,2020-02-09,wish,谣言：抗生素能有效预防和治疗新型冠状病毒,鉴定结果：谣言权威解读：抗生素不能有效预防和治疗新型冠状病毒。新型冠状病毒是一种病毒，因此，不应该用抗生素进行预防或治疗。,抗生素+(预防|治疗|防病毒|防感染|抗病毒|防肺炎|对抗|抵抗|杀死|抵御|消灭|阻挡|遏制|抑制|消除|杀毒|除菌|杀病毒),头条辟谣,http://toutiao.com/group/6791285222559187464/
81577,2020-02-09,wish,电动口罩可以预防新型冠状病毒,电动口罩能否预防新型冠状病毒要根据具体型号而定...,电动+口罩+预防,腾讯旗下专业医学科普平台,https://vp.fact.qq.com/article?id=1c48630b66787fc4ba55f169c311bc01
81588,2020-02-09,wish,家里空调温度调高可以抵御新型冠状病毒？,【家里空调温度调高可以抵御新型冠状病毒？】有人问：家里空调温度调高可以抵御新型冠状病毒吗？这是谣言，李兰娟院士表示在56度的温度下30分钟可以杀死新型冠状病毒，显然我们是不可能把空调调到56度的。@微博辟谣 科普中国的微博视频,(空调|暖气)+病毒+(预防|治疗|防病毒|防感染|抗病毒|防肺炎|对抗|抵抗|杀死|抵御|消灭|阻挡|遏制|抑制|消除|杀毒|除菌|杀病毒),微博辟谣,https://www.weibo.com/1866405545/ItrJXoUcy
81589,2020-02-09,dread,多批次人民币检测有新型冠状病毒？谣言！,【多批次人民币检测有新型冠状病毒？谣言！】近日，一则消息在朋友圈转发：“外出不要使用现金，已经在多批次人民币表面检测有新型冠状病毒病原体，一旦接触传染性更强”。该消息无权威部门认证发布，是谣言！,(人民币|现金|纸币|压岁钱)+病毒,微博辟谣,https://www.weibo.com/1866405545/Itrrwp8CP
81592,2020-02-09,wish,尚无定论：金银花能防控新型冠状病毒感染,南京大学生命科学学院教授陈熹表示，金银花等植物具有抑制新型冠状病毒的潜力，但还没有完全证明，正在申请临床实验，其安全性、有效性都要进行评估。,金银花+(预防|治疗|防病毒|防感染|抗病毒|防肺炎|对抗|抵抗|杀死|抵御|消灭|阻挡|遏制|抑制|消除|杀毒|除菌|杀病毒|防控),头条辟谣,http://toutiao.com/group/6791313790936809987/
81599,2020-02-10,dread,外国人去过公厕就感染，机场车站公厕高风险，别去,据越南卫生部2月2日消息...,(公共厕所|公厕|公共卫生间)+(感染|风险|传染),宾夕法尼亚大学医学院病理及实验医药系研究副教授,https://vp.fact.qq.com/article?id=466418530142069e25f9047bd755ec83
81601,2020-02-10,wish,专用纸巾按电梯可以防病毒？,,纸巾+电梯+(预防|治疗|防病毒|防感染|抗病毒|防肺炎|对抗|抵抗|杀死|抵御|消灭|阻挡|遏制|抑制|消除|杀毒|除菌|杀病毒),红网,http://www.piyao.org.cn/2020-02/10/c_1210468198.htm
81611,2020-02-10,wish,口罩经电蒸汽熨斗熨烫后可重复使用？,,口罩+(熨烫|熨斗),湖北日报、长江日报,http://www.piyao.org.cn/2020-02/10/c_1210468229.htm
81616,2020-02-10,wish,深呼吸后屏气5-10秒，如果没咳嗽，说明没有肺炎,这样的方法不科学，也毫无意义，不建议大家自测...,(屏气|憋气|深呼吸|吸气)+(怀疑|自测|测试|检测|测验|测|说明|证明),药理学硕士，知贝儿科药师,https://vp.fact.qq.com/article?id=1709a358b447a4366149369f3bd1486f
81617,2020-02-10,wish,口罩越厚，防病毒效果越好？,,越厚+口罩,人民网,http://www.piyao.org.cn/2020-02/10/c_1210468234.htm
81624,2020-02-10,wish,【假讯息】振兴主任说武汉病毒26-27度就死？多喝热水的谣言,最近 LINE 流传「振兴主任告知这次的武汉病毒并不耐热在温度26-27度的环境下就会被杀死」、「所以要多饮用热水」的谣言讯息。这是没有根据的说法，实际上专家也解释过，若要达到病毒,(26|27)+(度|摄氏度|℃)+病毒+(预防|治疗|防病毒|防感染|抗病毒|防肺炎|对抗|抵抗|杀死|抵御|消灭|阻挡|遏制|抑制|消除|杀毒|除菌|杀病毒),MyGoPen,https://tw.news.yahoo.com/%E5%81%87%E8%A8%8A%E6%81%AF-%E6%8C%AF%E8%88%88%E4%B8%BB%E4%BB%BB%E8%AA%AA%E6%AD%A6%E6%BC%A2%E7%97%85%E6%AF%9226-27%E5%BA%A6%E5%B0%B1%E6%AD%BB-%E5%A4%9A%E5%96%9D%E7%86%B1%E6%B0%B4%E7%9A%84%E8%AC%A0%E8%A8%80-071002585.html
81628,2020-02-10,wish,谣言：挂烫机可以杀死衣服上的新型冠状病毒,有消息称，使用挂烫机可以杀死衣服上的新型冠状病毒鉴定结果：谣言权威解读：56°C且持续30分钟是用高温杀死新冠状病毒的两个必备条件，也就是说得对衣服的每一个部位都持续烫30分钟以上才有效。,挂烫+(新冠|病毒),头条辟谣,http://toutiao.com/group/6791398324525072910/
81630,2020-02-10,wish,用纸尿裤（尿不湿）制作口罩可防护新型冠状病毒感染,尿不湿外层（防漏层）的阻水效果主要依赖微孔膜实现...,(纸尿裤|尿不湿)+(制作|自制)+口罩,黄晨,https://vp.fact.qq.com/article?id=d3bd15c0354aac916611b699aa56af97
81637,2020-02-10,dread,新型冠状病毒感染的肺炎通过眼神传播？,,(眼神|对视)+(传染|感染|传播),中国互联网联合辟谣平台,http://www.piyao.org.cn/2020-02/10/c_1210468216.htm
81640,2020-02-10,wish,闻洋葱能预防新型冠状病毒肺炎,洋葱的刺鼻性气味来源于硫化丙烯等硫化物。在体外实验中...,洋葱+(预防|治疗|防病毒|防感染|抗病毒|防肺炎|对抗|抵抗|杀死|抵御|消灭|阻挡|遏制|抑制|消除|杀毒|除菌|杀病毒),美国普渡大学农业与生物系食品工程专业博士,https://vp.fact.qq.com/article?id=5dc235eadacfa5bdb3a6e84d87d24449
81707,2020-02-10,wish,谣言：使用公共厕所的干手机持续吹30秒就能杀死新冠病毒,使用公共厕所常见的干手机持续吹30秒就能杀掉手上的新冠病毒鉴定结果：谣言权威解读：新型冠状病毒的体外杀灭条件，现在已经非常清楚了：病毒对紫外线和热敏感，56℃30分钟；乙醚，75%的酒精；含有氯的消毒剂，比如84消毒液，过氧乙酸和氯仿均可以有效灭活病毒。,(干手器|干手机)+(消毒|杀死),头条辟谣,http://toutiao.com/group/6791764600950882823/
81713,2020-02-10,wish,谣言：可以在室内用喷洒酒精的方式消毒,北京市大兴区消防救援支队提醒，在家中使用酒精的浓度高于70%的时候，酒精的挥发使室内空气中可燃性气体增加，只要空气中有一点小火花，就可能引起爆燃，这比酒精被点燃还要危险。,室内喷洒酒精,头条辟谣,http://toutiao.com/group/6791689108549796359/
81714,2020-02-10,wish,谣言：含姜片可以预防新冠病毒,近日，网上流传这样一条含姜片可以预防新型冠状病毒，只要出门含一片姜片，就可以百毒不侵。飞沫传播是新型冠状病毒的主要传播途径，而含姜片并不能阻隔这一传播途径。,姜片+(预防|防病毒|防护|防感染|抗病毒|防肺炎|对抗|抵抗|杀死|抵御|消灭|阻挡|遏制|抑制|消除|杀毒|除菌|杀病毒),头条辟谣,http://toutiao.com/group/6791688014117470728/
81716,2020-02-10,dread,吃猪肉会感染新型冠状病毒,迄今为止没有猪被新冠病毒感染的报道...,吃猪肉+(传染|感染|传播|风险),美国普渡大学农业与生物系食品工程专业博士,https://vp.fact.qq.com/article?id=b658603349c1025587069e5536bc0913
81735,2020-02-11,wish,松茸蘑菇能预防新型冠状病毒,不管是松茸还是别的食物，都各有营养成分...,松茸+(预防|治疗|防病毒|防感染|抗病毒|防肺炎|对抗|抵抗|杀死|抵御|消灭|阻挡|遏制|抑制|消除|杀毒|除菌|杀病毒),美国普渡大学农业与生物系食品工程专业博士,https://vp.fact.qq.com/article?id=ee8e42961cdb4779c76b95a8bde6a273
81743,2020-02-11,wish,吃保健品可以预防新型冠状病毒？,,保健品+预防,北京电视台,http://www.piyao.org.cn/2020-02/11/c_1210464048.htm
81748,2020-02-11,wish,谣言：紫外线消毒灯也能用于皮肤的消毒,根据新发布的《新型冠状病毒肺炎诊疗快速指南》，75%酒精、乙醚、氯仿、甲醛、含氯消毒剂、过氧乙酸和紫外线均可灭活病毒。,紫外线+皮肤+消毒,头条辟谣,http://toutiao.com/group/6792022477305283079/
81754,2020-02-11,dread,口罩用过要剪掉？,,(剪掉|剪)+口罩,腾讯较真,http://www.piyao.org.cn/2020-02/11/c_1210468802.htm
81763,2020-02-11,dread,谣言：普通人出门也要戴护目镜,为做好新冠肺炎的防控，不少市民在注重口鼻、手卫生的同时，也对如何做好眼睛的防护有许多疑问，有消息称，在疫情期间，普通人出门也应当戴护目镜。,普通人+护目镜,头条辟谣,http://toutiao.com/group/6792113413733483021/
81764,2020-02-11,dread,病毒会漂浮在空气中形成“病毒云”？,,(悬浮|漂浮)+病毒云,新京报,http://www.piyao.org.cn/2020-02/11/c_1210464117.htm
81765,2020-02-11,wish,大量喝水能预防新型冠状病毒感染？,,喝水+(预防|防病毒|防护|防感染|抗病毒|防肺炎|对抗|抵抗|杀死|抵御|消灭|阻挡|遏制|抑制|消除|杀毒|除菌|杀病毒),中国网,http://www.piyao.org.cn/2020-02/11/c_1210468701.htm
81771,2020-02-11,wish,【错误】网传「山东兰陵县146万人，目前无一感染...分析原因:他们是大蒜种植区...兰陵农田里长势喜人，会散发出天然大蒜素杀菌，截断了感染」？,网传「山东兰陵县146万人，目前无一感染...分析原因:他们是大蒜种植区...兰陵农田里长势喜人，会散发出天然大蒜素杀菌，截断了感染」，经查： 一、根据中国山东省的疫情资讯，截至2020年2月11日为止，兰陵县有一个确诊个案。 二、专家表示，目前没有证据显示大蒜对预防或治疗新型冠状病毒有任何效果。 因此，此传言为「错误」讯息。 背景 社群平台、通讯软体流传：「山东兰陵县146万人，目前无一感染，引起了有关专家的重视，据当地政府统计，在武汉打工卖菜的近万农民工回到家乡过春节，至今无发病。分析原因:他们是大蒜种植区，当下大蒜苗在兰陵农田里长势喜人，会散发出天然大蒜素杀菌，截断了...,兰陵+大蒜,台湾事实查核中心,https://tw.news.yahoo.com/%E9%8C%AF%E8%AA%A4-%E7%B6%B2%E5%82%B3-%E5%B1%B1%E6%9D%B1%E8%98%AD%E9%99%B5%E5%8E%BF146%E8%90%AC%E4%BA%BA-%E7%9B%AE%E5%89%8D%E7%84%A1-%E6%84%9F%E6%9F%93-091512612.html
81781,2020-02-11,wish,服用提高免疫力的药物可预防新型冠状病毒？,,(药|药物)+(提升|提高)+(免疫力|抵抗力)+(防|预防),人民网,http://www.piyao.org.cn/2020-02/11/c_1210468708.htm
81782,2020-02-11,wish,口罩内垫纸巾能延长“寿命” ？,,垫纸巾+口罩,北京日报客户端,http://www.piyao.org.cn/2020-02/11/c_1210468850.htm
81792,2020-02-11,dread,谣言：核酸检验频繁假阴性，有大量漏诊,并且，对于疑似患者和确诊患者，要解除隔离和出院必须满足：体温恢复正常3 天以上；呼吸道症状明显好转；肺部影像学显示炎症明显吸收；连续两次呼吸道病原核酸检测阴性，且采样时间间隔至少 1 天。,漏诊+假阴性,头条辟谣,http://toutiao.com/group/6792132594919014916/
81802,2020-02-11,wish,塑料袋装水堵地漏，能防止气溶胶传播病毒,拿装水的塑料袋可以用来挡一挡老鼠...,堵地漏,宾夕法尼亚大学医学院病理及实验医药系研究副教授,https://vp.fact.qq.com/article?id=b8af445745be1b37f07522a0fac7e80f
81810,2020-02-11,wish,出现流鼻涕、咳痰的症状就不会是新型冠状病毒肺炎？,,(鼻涕|流鼻涕|咳痰)+(就不是|不是),国家卫健委,http://www.piyao.org.cn/2020-02/11/c_1210468786.htm
81822,2020-02-11,wish,服用乳酸菌素片可预防新型冠状病毒？,,乳酸菌素+预防,中国互联网联合辟谣平台,http://www.piyao.org.cn/2020-02/11/c_1210468716.htm
81828,2020-02-11,wish,谣言：自制铜甘斯水可预防新冠病毒,近日，网上广泛传播“自制铜甘斯水可预防新冠病毒”这一消息，引发了网友的广泛讨论。鉴定结果：谣言权威解读：清华大学化学博士孙亚飞说：所谓铜甘斯水，无非就是电离食盐水，这个过程会产生氢气和次氯酸钠。,自制铜甘斯水,头条辟谣,http://toutiao.com/group/6791721839161770508/
81831,2020-02-11,wish,有争议：口罩放到保鲜袋里，吹风机吹30分钟就能消毒,把口罩放到保鲜袋里，吹风机吹30分钟就能消毒鉴定结果：有争议权威解读：新型冠状病毒的体外杀灭条件之一：病毒对紫外线和热敏感，56℃30分钟高巍医生通过实验来证明此种方式是否可行。,口罩+放保鲜袋,头条辟谣,http://toutiao.com/group/6792090123895833092/
81857,2020-02-11,dread,谣言：新型肺炎治疗主要靠激素，患者治疗后会成为废人,治疗新型肺炎主要依靠激素，治疗后会成废人。非典时期，激素治疗使部分患者留下股骨头坏死的后遗症，这是药物的一种副作用。,激素+(治疗|治愈|痊愈|治好)+(后遗症|废人),头条辟谣,http://toutiao.com/group/6792112450243133963/
81861,2020-02-11,dread,出门回家担心衣服上会带病毒？不必，但需要注意这些地方,【出门回家担心衣服上会带病毒？不必，但需要注意这些地方  】不要过度紧张，只需注重细节防护，病毒就能挡住！#科学防疫 有你有我# 中国互联网联合辟谣平台的微博视频,(衣服|衣物)+(出门|外出)+(带有|带)+病毒,微博辟谣,https://www.weibo.com/1866405545/ItKSkrNTr
81873,2020-02-12,wish,吃“达菲”“病毒灵”能预防新型冠状病毒？,,达菲+(预防|治疗|防病毒|防感染|抗病毒|防肺炎|对抗|抵抗|杀死|抵御|消灭|阻挡|遏制|抑制|消除|杀毒|除菌|杀病毒),科学辟谣平台,http://www.piyao.org.cn/2020-02/12/c_1210470742.htm
81877,2020-02-12,wish,香油滴在鼻孔，可以阻断一切的流感和瘟疫传染？,,(香油|芝麻油)+(鼻孔|鼻子|鼻道|鼻腔),腾讯较真,http://www.piyao.org.cn/2020-02/12/c_1210470723.htm
81882,2020-02-12,wish,新冠肺炎患者可自行服用抗艾药“克力芝”？,,克力芝+(预防|治疗|防病毒|防感染|抗病毒|防肺炎|对抗|抵抗|杀死|抵御|消灭|阻挡|遏制|抑制|消除|杀毒|除菌|杀病毒),健康报微信公众号,http://www.piyao.org.cn/2020-02/12/c_1210470770.htm
81890,2020-02-12,wish,从武汉回国的700印度人未感染是因吃咖哩？专家回应来了,【从武汉回国的700印度人未感染是因吃咖哩？专家回应来了】这两天，“武汉700印度人回国检测零感染”的网文又刷爆朋友圈。有网友惊呼：咖喱要抢不到了！营养专家却说，不要跟风了！中国的传统调料也有很多具有抗炎能力，但健康不是一蹴而就的。无论咖喱还是其他调料，没有任何一种食物能够在短期内迅速提高免疫力，吃好每餐饭最重要。,印度+咖哩,微博辟谣,https://www.weibo.com/1866405545/ItUQJp2ak
81929,2020-02-12,wish,含氯消毒剂和洁厕灵一起用威力更大？,,洁厕灵+含氯,北京青年报,http://www.piyao.org.cn/2020-02/12/c_1210470787.htm
81933,2020-02-12,wish,男性精液能抑制新型冠状病毒,这个说法是无稽之谈。男性的精液可不是杀毒剂，相反对病毒还很仁慈...,(精液|精子)+(预防|治疗|防病毒|防感染|抗病毒|防肺炎|对抗|抵抗|杀死|抵御|消灭|阻挡|遏制|抑制|消除|杀毒|除菌|杀病毒),方祺,https://vp.fact.qq.com/article?id=e32222e22bcde53f8a0495aeb400dd8e
81935,2020-02-12,wish,晒太阳可以杀灭新型冠状病毒？,,晒太阳+(消毒|杀死|杀灭),中国互联网联合辟谣平台,http://www.piyao.org.cn/2020-02/12/c_1210470748.htm
81955,2020-02-12,dread,谣言：新型冠状病毒会被风刮到全国各地,有人担心如果病毒随着大风刮到附近的地区，感染其他地区的人民，最后导致全国各地都有冠状病毒。从这个角度讲，在日常通风环境下，飞沫并不会被风吹走，所以不用担心新型冠状病毒会被风刮到全国各地。,(风|大风)+刮到+病毒,头条辟谣,http://toutiao.com/group/6792469536047104515/
81957,2020-02-12,dread,辟谣侠盟丨安检摘口罩有风险？15秒被感染？权威解答,安检摘口罩有风险？15秒被感染？权威解答,安检+摘口罩,0,https://moment.rednet.cn/content/2020/02/13/6720205.html
81962,2020-02-12,dread,阴雨天和大雾天会增加新冠病毒感染风险,新冠病毒的主要传播途径是飞沫传播和接触传播...,(阴雨|大雾)+(传染|感染|传播|风险),汤勃,https://vp.fact.qq.com/article?id=8be33c500e00257c97419ac24ab59d8f
81974,2020-02-12,wish,左氟沙星眼药水可以防止新冠病毒从眼部进入,左氧氟沙星滴眼液主要用来治疗多种病原体（包括细菌、支原体、衣原体等...,左氟沙星+病毒,腾讯旗下专业医学科普平台,https://vp.fact.qq.com/article?id=7054cf03893dc31ea6238a5c6c2aa5e6
81979,2020-02-12,wish,拔头两侧的白发可以防治新型冠状病毒肺炎,头发覆盖于我们的头部...,两侧+(白发|头发)+(防治|杀灭|预防|治疗|防病毒|防感染|抗病毒|防肺炎|对抗|抵抗|杀死|抵御|消灭|阻挡|遏制|抑制|消除|杀毒|除菌|杀病毒),腾讯旗下专业医学科普平台,https://vp.fact.qq.com/article?id=fdfb9439ecf2a5113791a46252764ece
81986,2020-02-12,dread,谣言：为了预防新冠病毒，出门一定要戴手套,鉴定结果：谣言权威解读：国家卫健委高级别专家组成员李兰娟院士表示，只有直接接触污染物的时候，才需要戴手套，一般是不需要戴手套的，只要勤加洗手，做任何事后都洗个手，一般就不会有太大问题。,手套+(一定|必须|绝对),头条辟谣,http://toutiao.com/group/6792133972777239043/
81992,2020-02-12,wish,味儿越冲，消毒效果越好？,,味儿越冲+效果+消毒,北京青年报,http://www.piyao.org.cn/2020-02/12/c_1210470788.htm
81994,2020-02-12,dread,医护人员离开医院会携带病毒？,,医护+离开+携带,国务院联防联控机制新闻发布会,http://www.piyao.org.cn/2020-02/12/c_1210470776.htm
81998,2020-02-12,dread,机场过安检摘口罩会被感染？,,安检+摘口罩+(感染|传染|传播),国务院联防联控机制新闻发布会,http://www.piyao.org.cn/2020-02/12/c_1210470790.htm
82011,2020-02-12,wish,雄黄可以杀死新型冠状病毒,雄黄为硫化物类矿物，也是一种中药...,雄黄+(预防|治疗|防病毒|防感染|抗病毒|防肺炎|对抗|抵抗|杀死|抵御|消灭|阻挡|遏制|抑制|消除|杀毒|除菌|杀病毒),腾讯旗下专业医学科普平台,https://vp.fact.qq.com/article?id=58393d796dcda0720d675cd41c25f248
82020,2020-02-12,dread,水果、蔬菜表面会附着新型冠状病毒？,,(水果|蔬菜)+(附着|沾染)+病毒,国务院联防联控机制新闻发布会,http://www.piyao.org.cn/2020-02/12/c_1210469941.htm
82034,2020-02-13,dread,吃野菜会感染新型冠状病毒,新型冠状病毒通过哺乳动物传播，植物不是它的宿主，也不会被它感染...,吃+野菜+(感染|传染),美国普渡大学农业与生物系食品工程专业博士,https://vp.fact.qq.com/article?id=a2141851348ee5f3772c761e25bb57d7
82046,2020-02-13,wish,“14天隔离法”能实现口罩循环使用？,,14天隔离法+口罩,浙江在线、腾讯较真,http://www.piyao.org.cn/2020-02/13/c_1210472737.htm
